Symbol,Exchange,PrimaryMkt,SecurityType,MaxLots,LotSize,BasePrice,ADV,RIC,BSYM,TKR,CUSIP,GSS,SEDOL,ISIN
721,XHKG,Y,CS,3000,10000.0,0.61,11710833.0,0721.HK,"721 HK",00721,9HH001MZ3,HK721,6360009,BMG2110W1055
722,XHKG,Y,CS,3000,2000.0,1.48,,0722.HK,"722 HK",00722,9HH26ROV3,HK722,BD4DN95,KYG9320W1069
723,XHKG,Y,CS,3000,60000.0,0.12,,0723.HK,"723 HK",00723,9HH1WF675,HK723,BTZ0HJ5,BMG8598B1413
724,XHKG,Y,CS,3000,10000.0,0.04,8186833.0,0724.HK,"724 HK",00724,442998779,HK724,6267092,BMG8167U1247
725,XHKG,Y,CS,3000,2000.0,2.15,168857.0,0725.HK,"725 HK",00725,9EQ00D2Z6,HK725,6678360,BMG7004P1086
726,XHKG,Y,CS,3000,20000.0,0.34,,0726.HK,"726 HK",00726,9HH25JXG5,HK726,BYTRFY8,BMG2126P1023
727,XHKG,Y,CS,3000,10000.0,1.39,113333.0,0727.HK,"727 HK",00727,111995825,HK727,6099422,HK0727039387
728,XHKG,Y,CS,3000,2000.0,3.71,83836951.0,0728.HK,"728 HK",00728,9HH010HO5,HK728,6559335,CNE1000002V2
729,XHKG,Y,CS,3000,5000.0,0.45,,0729.HK,"729 HK",00729,9HH22QUR1,HK729,BYYB040,BMG3361N1258
730,XHKG,Y,CS,3000,1000.0,0.28,959083.0,0730.HK,"730 HK",00730,482990405,HK730,6488990,BMG8114P1032
731,XHKG,Y,CS,3000,2000.0,0.42,425167.0,0731.HK,"731 HK",00731,9EQ00D302,HK731,6788894,BMG7783F1077
732,XHKG,Y,CS,3000,2000.0,3.01,4394938.0,0732.HK,"732 HK",00732,9EQ071HJ5,HK732,6905745,KYG910191363
733,XHKG,Y,CS,3000,2000.0,1.98,340273.0,0733.HK,"733 HK",00733,9HH022K16,HK733,B01RQJ0,KYG459921071
735,XHKG,Y,CS,3000,500.0,,,0735.HK,"735 HK",00735,9HH2CEDK1,HK735,BYZ9WS1,
736,XHKG,Y,CS,3000,3000.0,0.22,,0736.HK,"736 HK",00736,9HH28T8J2,HK736,BDCNNF3,BMG2157U1861
737,XHKG,Y,CS,3000,500.0,3.85,492949.0,0737.HK,"737 HK",00737,9HH01FW07,HK737,6665016,KYG459951003
738,XHKG,Y,CS,3000,2000.0,1.68,880467.0,0738.HK,"738 HK",00738,521990176,HK738,6515445,BMG5456B1063
743,XHKG,Y,CS,3000,500.0,1.60,6520137.0,0743.HK,"743 HK",00743,9HH0EGOF7,HK743,B2R8HK9,KYG0539C1069
745,XHKG,Y,CS,3000,10000.0,0.05,,0745.HK,"745 HK",00745,9HH23AIJ7,HK745,BYV6YJ1,
746,XHKG,Y,CS,3000,2000.0,2.46,577639.0,0746.HK,"746 HK",00746,9HH00FEO6,HK746,6431132,KYG5427E1145
747,XHKG,Y,CS,3000,2000.0,0.58,766545.0,0747.HK,"747 HK",00747,521998534,HK747,6201852,CNE100000460
750,XHKG,Y,CS,3000,1000.0,2.68,1349750.0,0750.HK,"750 HK",00750,9HH0IDKB3,HK750,B3KSQY0,BMG2161E1113
751,XHKG,Y,CS,3000,2000.0,4.78,16370661.0,0751.HK,"751 HK",00751,259991008,HK751,6228828,BMG8181C1001
752,XHKG,Y,CS,3000,2000.0,2.05,671749.0,0752.HK,"752 HK",00752,27HKBB005,HK752,B0Z1B71,KYG7082H1276
753,XHKG,Y,CS,3000,2000.0,5.32,15359171.0,0753.HK,"753 HK",00753,9HH02EWO7,HK753,B04KNF1,CNE1000001S0
754,XHKG,Y,CS,3000,2000.0,6.85,1916217.0,0754.HK,"754 HK",00754,451998652,HK754,6116246,BMG4600H1016
755,XHKG,Y,CS,3000,5000.0,0.17,1468833.0,0755.HK,"755 HK",00755,826998262,HK755,6397319,BMG8064K1045
756,XHKG,Y,CS,3000,4000.0,1.04,,0756.HK,"756 HK",00756,9HH29LX76,HK756,BYPH7Q8,KYG8879L1077
757,XHKG,Y,CS,3000,1000.0,0.16,2782250.0,0757.HK,"757 HK",00757,9HH0DXXJ3,HK757,B2NPL91,KYG8268W1024
758,XHKG,Y,CS,3000,2000.0,0.39,241091.0,0758.HK,"758 HK",00758,865995625,HK758,6199366,BMG8015D1002
759,XHKG,Y,CS,3000,2000.0,1.01,22500.0,0759.HK,"759 HK",00759,9EQ00D328,HK759,6188290,BMG1988W1064
760,XHKG,Y,CS,3000,15000.0,0.14,1616250.0,0760.HK,"760 HK",00760,G8916C102,HK760,B1YCCP7,BMG8668U1027
761,XHKG,Y,CS,3000,2000.0,0.14,13598000.0,0761.HK,"761 HK",00761,981136971,HK761,6681380,BMG0966P1095
762,XHKG,Y,CS,3000,2000.0,8.40,38246999.0,0762.HK,"762 HK",00762,9EQ002S17,HK762,6263830,HK0000049939
763,XHKG,Y,CS,3000,200.0,9.76,6657294.0,0763.HK,"763 HK",00763,9HH02DW50,HK763,B04KP88,CNE1000004Y2
764,XHKG,Y,CS,3000,10000.0,0.17,,0764.HK,"764 HK",00764,9HH18EB12,HK764,B8BXHP7,BMG320501254
765,XHKG,Y,CS,3000,2000.0,1.73,598164.0,0765.HK,"765 HK",00765,9EQ00D344,HK765,6686493,BMG7004C1073
766,XHKG,Y,CS,3000,5000.0,0.13,,0766.HK,"766 HK",00766,9HH1P2AN2,HK766,BL0QYQ8,KYG8190S1122
767,XHKG,Y,CS,3000,40000.0,0.41,,0767.HK,"767 HK",00767,9HH1JKS59,HK767,BD00H98,BMG6853V2817
768,XHKG,Y,CS,3000,2000.0,0.15,227400.0,0768.HK,"768 HK",00768,9EQ00D351,HK768,6206675,KYG9158X1016
769,XHKG,Y,CS,3000,2000.0,0.56,8144890.0,0769.HK,"769 HK",00769,512423682,HK769,6181006,KYG210891001
770,XHKG,Y,CS,3000,1000.0,1.29,2500.0,0770.HK,"770 HK",00770,633998208,HK770,6799670,KYG806391002
771,XHKG,Y,CS,3000,2000.0,1.08,189818.0,0771.HK,"771 HK",00771,570995761,HK771,6084741,BMG0666H1007
775,XHKG,Y,CS,3000,2000.0,0.73,1765633.0,0775.HK,"775 HK",00775,9HH00PHU7,HK775,6534428,KYG2176J1058
776,XHKG,Y,CS,3000,1000.0,3.11,,0776.HK,"776 HK",00776,9HH1FCQX2,HK776,B9GXQ30,KYG5137M1252
777,XHKG,Y,CS,3000,500.0,22.45,172333.0,0777.HK,"777 HK",00777,9HH0BJ581,HK777,B28SXZ5,KYG6427W1042
778,XHKG,Y,CS,3000,1000.0,8.58,2206250.0,0778.HK,"778 HK",00778,9HH0PLZL9,HK778,B5T50H7,
787,XHKG,Y,CS,3000,2000.0,0.77,,0787.HK,"787 HK",00787,9HH1RG4P1,HK787,BNN6B80,BMG393381014
789,XHKG,Y,CS,3000,20000.0,0.15,,0789.HK,"789 HK",00789,9HH1VEI50,HK789,BSP4ZB8,
794,XHKG,Y,CS,3000,2000.0,0.68,240600.0,0794.HK,"794 HK",00794,9HH0IXT79,HK794,B55K816,KYG2298N1097
798,XHKG,Y,CS,3000,4000.0,0.84,,0798.HK,"798 HK",00798,9HH1OQVG2,HK798,BKWNZL2,KYG676261046
799,XHKG,Y,CS,3000,1000.0,3.55,,0799.HK,"799 HK",00799,9HH1KPXU5,HK799,BFRB2W6,KYG6771K1022
800,XHKG,Y,CS,3000,2000.0,0.53,,0800.HK,"800 HK",00800,9HH1RFSC6,HK800,BNQ4CQ6,KYG0119G1055
801,XHKG,Y,CS,3000,4000.0,1.00,,0801.HK,"801 HK",00801,9HH1QXE17,HK801,BN65GM3,
802,XHKG,Y,CS,3000,10000.0,0.54,,0802.HK,"802 HK",00802,9HH234TF7,HK802,BYQF4S2,
803,XHKG,Y,CS,3000,20000.0,0.19,2163333.0,0803.HK,"803 HK",00803,9HH008GW2,HK803,B0DZ1X1,BMG7274T1457
805,XHKG,Y,CS,3000,100.0,14.90,534066.0,0805.HK,"805 HK",00805,9HH0YN0W9,HK805,B3NFYS8,
806,XHKG,Y,CS,3000,1000.0,7.27,2439683.0,0806.HK,"806 HK",00806,9HH0BQBS4,HK806,B28XTQ3,KYG931751005
808,XHKG,Y,CS,3000,1000.0,2.98,2998665.0,0808.HK,"808 HK",00808,9HH06STZ1,HK808,B0PVBN7,HK0808032913
809,XHKG,Y,CS,3000,2000.0,0.17,29139911.0,0809.HK,"809 HK",00809,9HH000WY7,HK809,6336527,KYG3919S1057
810,XHKG,Y,CS,3000,6000.0,0.45,,0810.HK,"810 HK",00810,9HH1Z1JD6,HK810,,BMG676921890
811,XHKG,Y,CS,3000,1000.0,7.40,577195.0,0811.HK,"811 HK",00811,9HH09COC9,HK811,B1XCJB3,CNE1000004B0
812,XHKG,Y,CS,3000,2000.0,0.48,,0812.HK,"812 HK",00812,9HH20E507,HK812,BXSS4R1,BMG8301A1099
813,XHKG,Y,CS,3000,500.0,9.62,19983182.0,0813.HK,"813 HK",00813,9HH07HIL7,HK813,B16YNS1,KYG810431042
814,XHKG,Y,CS,3000,1000.0,1.64,133824.0,0814.HK,"814 HK",00814,9HH07R7P8,HK814,B1F3QY6,CNE100000247
815,XHKG,Y,CS,3000,2000.0,1.52,,0815.HK,"815 HK",00815,9HH1ATPJ2,HK815,B8Q7VH4,KYG211771038
816,XHKG,Y,CS,3000,2000.0,1.71,,0816.HK,"816 HK",00816,9HH186JL7,HK816,B8L1BL5,CNE100001F60
817,XHKG,Y,CS,3000,2000.0,2.13,14429877.0,0817.HK,"817 HK",00817,9HH0AGB40,HK817,B23TGR6,HK0817039453
818,XHKG,Y,CS,3000,3000.0,1.09,522066.0,0818.HK,"818 HK",00818,9HH00BB75,HK818,B17MXJ5,BMG4512G1261
819,XHKG,Y,CS,3000,2000.0,5.93,6703186.0,0819.HK,"819 HK",00819,9HH09NUM6,HK819,B1XDJC7,KYG8655K1094
820,XHKG,Y,CS,3000,500.0,7.78,213042.0,0820.HK,"820 HK",00820,9HH0A7GY9,HK820,B234QV5,HK0820038419
821,XHKG,Y,CS,3000,4000.0,1.26,317200.0,0821.HK,"821 HK",00821,9HH0014V2,HK821,6617181,HK0000048543
822,XHKG,Y,CS,3000,2000.0,0.61,1362333.0,0822.HK,"822 HK",00822,9HH09VSU3,HK822,B1YWH41,KYG5217R1011
823,XHKG,Y,CS,3000,500.0,47.35,5591776.0,0823.HK,"823 HK",00823,9HH06GZR8,HK823,B0PB4M7,HK0823032773
825,XHKG,Y,CS,3000,1000.0,1.01,493459.0,0825.HK,"825 HK",00825,9HH09ZJZ3,HK825,B1Z69H9,KYG650071098
826,XHKG,Y,CS,3000,2000.0,0.56,6556667.0,0826.HK,"826 HK",00826,9HH0A6GP0,HK826,B236JB2,KYG888311134
827,XHKG,Y,CS,3000,4000.0,0.24,,0827.HK,"827 HK",00827,9HH1U1KM9,HK827,BRJQGV0,
828,XHKG,Y,CS,3000,2000.0,1.36,1545162.0,0828.HK,"828 HK",00828,9HH02OIL7,HK828,B05M185,KYG2950W1087
829,XHKG,Y,CS,3000,2000.0,0.76,3042461.0,0829.HK,"829 HK",00829,9HH0MF5G9,HK829,B4NC3T0,KYG8116M1087
830,XHKG,Y,CS,3000,2000.0,1.00,607167.0,0830.HK,"830 HK",00830,9HH0P3PY2,HK830,B663XN8,KYG331271042
831,XHKG,Y,CS,3000,2000.0,3.31,353111.0,0831.HK,"831 HK",00831,9HH000CH6,HK831,6317339,KYG239801080
832,XHKG,Y,CS,3000,1000.0,1.33,1342301.0,0832.HK,"832 HK",00832,9HH0EPGK5,HK832,B2RDS34,KYG207681001
833,XHKG,Y,CS,3000,1000.0,2.05,58273.0,0833.HK,"833 HK",00833,9HH04UXZ3,HK833,B0CM7L3,KYG022791266
834,XHKG,Y,CS,3000,4000.0,0.98,142889.0,0834.HK,"834 HK",00834,9HH0HZ6F2,HK834,B3K7SC9,
835,XHKG,Y,CS,3000,10000.0,0.12,,0835.HK,"835 HK",00835,9HH1F6XS8,HK835,B99HML9,BMG0539D1121
836,XHKG,Y,CS,3000,2000.0,12.04,5678496.0,0836.HK,"836 HK",00836,9HH01MMA1,HK836,6711566,HK0836012952
837,XHKG,Y,CS,3000,2000.0,4.10,459455.0,0837.HK,"837 HK",00837,9HH0NCOT6,HK837,B55JR61,KYG1991G1064
838,XHKG,Y,CS,3000,2000.0,0.94,2658438.0,0838.HK,"838 HK",00838,9HH039830,HK838,B08C0N0,KYG321481015
839,XHKG,Y,CS,3000,1000.0,1.67,493667.0,0839.HK,"839 HK",00839,9HH080U88,HK839,B1HDLK5,CNE1000001K7
840,XHKG,Y,CS,3000,2000.0,0.73,481525.0,0840.HK,"840 HK",00840,9HH070OV5,HK840,B0ZL5L3,CNE1000004P0
841,XHKG,Y,CS,3000,2000.0,0.63,511333.0,0841.HK,"841 HK",00841,9HH0JA7F4,HK841,B5YSGW8,KYG053931062
842,XHKG,Y,CS,3000,1000.0,0.91,819693.0,0842.HK,"842 HK",00842,9HH0TMDV5,HK842,B58QGF1,KYG546541015
844,XHKG,Y,CS,3000,4000.0,1.28,,0844.HK,"844 HK",00844,9HH0SH1E8,HK844,B4LHX75,VGG4053T1075
845,XHKG,Y,CS,3000,1000.0,0.80,30353824.0,0845.HK,"845 HK",00845,9HH0FH8M7,HK845,B3B9H94,KYG3940K1058
846,XHKG,Y,CS,3000,1000.0,1.89,2934750.0,0846.HK,"846 HK",00846,9HH0MTO11,HK846,B4YSQ09,KYG614131038
847,XHKG,Y,CS,3000,30.0,16.04,300.0,0847.HK,"847 HK",00847,9HH0ZXNY7,HK847,B40Z507,
848,XHKG,Y,CS,3000,1000.0,0.72,6856283.0,0848.HK,"848 HK",00848,9HH0CS7P0,HK848,B2NT803,KYG5804G1047
850,XHKG,Y,CS,3000,4000.0,0.18,8954667.0,0850.HK,"850 HK",00850,9HH0119D6,HK850,6562775,KYG7028D1152
851,XHKG,Y,CS,3000,10000.0,0.25,,0851.HK,"851 HK",00851,9HH1WKT61,HK851,BTSTN35,BMG8115Q1261
852,XHKG,Y,CS,3000,2000.0,0.39,44800.0,0852.HK,"852 HK",00852,9HH0ICKW9,HK852,B3KR9C6,KYG853951203
853,XHKG,Y,CS,3000,1000.0,3.94,2057084.0,0853.HK,"853 HK",00853,9HH0STEK4,HK853,B676TW7,KYG608371046
854,XHKG,Y,CS,3000,1000.0,3.40,,0854.HK,"854 HK",00854,9HH248DF4,HK854,BZ56Z91,
855,XHKG,Y,CS,3000,2000.0,3.92,1927583.0,0855.HK,"855 HK",00855,9EQ00D369,HK855,6671477,BMG210901242
856,XHKG,Y,CS,3000,2000.0,2.16,2367227.0,0856.HK,"856 HK",00856,9HH00L9K7,HK856,6527031,KYG9400C1116
857,XHKG,Y,CS,3000,2000.0,5.32,100346922.0,0857.HK,"857 HK",00857,857995211,HK857,6226576,CNE1000003W8
858,XHKG,Y,CS,3000,10000.0,0.28,4198167.0,0858.HK,"858 HK",00858,250998887,HK858,6208110,BMG3285Q1134
859,XHKG,Y,CS,3000,2000.0,1.14,156286.0,0859.HK,"859 HK",00859,9EQ00D377,HK859,6261492,BMG0483G1033
860,XHKG,Y,CS,3000,12000.0,0.30,,0860.HK,"860 HK",00860,9HH206T24,HK860,BXBZ9V8,KYG5727R1048
861,XHKG,Y,CS,3000,1000.0,5.32,2814641.0,0861.HK,"861 HK",00861,9HH001EM1,HK861,6351865,BMG2759B1072
862,XHKG,Y,CS,3000,20000.0,0.36,206400.0,0862.HK,"862 HK",00862,782995211,HK862,B01SM17,KYG9375G1212
863,XHKG,Y,CS,3000,2000.0,2.73,,0863.HK,"863 HK",00863,9HH16TL85,HK863,B81RL68,KYG131101043
864,XHKG,Y,CS,3000,4000.0,1.05,,0864.HK,"864 HK",00864,9HH1FC7Z8,HK864,B88BQK2,BMG9705S1008
865,XHKG,Y,CS,3000,4000.0,0.17,0.0,0865.HK,"865 HK",00865,9HH0008O6,HK865,6316002,KYG3474M1050
866,XHKG,Y,CS,3000,2000.0,0.20,4448042.0,0866.HK,"866 HK",00866,9HH0L1J01,HK866,B605P78,KYG2159E1070
867,XHKG,Y,CS,3000,1000.0,10.36,530608.0,0867.HK,"867 HK",00867,9HH0SSHL1,HK867,B6WY993,KYG211081248
868,XHKG,Y,CS,3000,2000.0,5.22,22865516.0,0868.HK,"868 HK",00868,9HH02P6J2,HK868,B05NXN7,KYG9828G1082
869,XHKG,Y,CS,3000,4000.0,1.95,561768.0,0869.HK,"869 HK",00869,9HH0CJW64,HK869,B2NDF82,BMG7147S1008
871,XHKG,Y,CS,3000,1000.0,1.13,,0871.HK,"871 HK",00871,9HH1N6M85,HK871,BJ3T2D3,KYG2116C1033
872,XHKG,Y,CS,3000,2000.0,0.70,,0872.HK,"872 HK",00872,9HH29S234,HK872,BD388X0,KYG9135P1063
873,XHKG,Y,CS,3000,2000.0,,,0873.HK,"873 HK",00873,9HH1FGXT4,HK873,B9M2Y48,KYG215AE1053
874,XHKG,Y,CS,3000,2000.0,17.38,980892.0,0874.HK,"874 HK",00874,412991119,HK874,6084387,CNE100000387
875,XHKG,Y,CS,3000,20000.0,0.24,,0875.HK,"875 HK",00875,9HH22MQO2,HK875,BYT33H5,BMG2162U1062
876,XHKG,Y,CS,3000,10000.0,0.36,,0876.HK,"876 HK",00876,9HH21CIO4,HK876,BZ0W5L6,BMG5963A1045
877,XHKG,Y,CS,3000,1000.0,2.70,7567383.0,0877.HK,"877 HK",00877,9HH0PNWS3,HK877,B67RR59,KYG6771C1006
878,XHKG,Y,CS,3000,500.0,10.22,,0878.HK,"878 HK",00878,9HH203VR3,HK878,BWX5511,BMG8277H1530
880,XHKG,Y,CS,3000,1000.0,4.92,15207670.0,0880.HK,"880 HK",00880,9HH0F7XI0,HK880,B2NR3Y6,HK0880043028
881,XHKG,Y,CS,3000,500.0,4.00,2163172.0,0881.HK,"881 HK",00881,9HH0P4AU4,HK881,B633D97,KYG9894K1085
882,XHKG,Y,CS,3000,2000.0,3.56,762249.0,0882.HK,"882 HK",00882,421995226,HK882,6092357,HK0882007260
883,XHKG,Y,CS,3000,1000.0,9.18,99578531.0,0883.HK,"883 HK",00883,9HH000PQ2,HK883,B00G0S5,HK0883013259
884,XHKG,Y,CS,3000,2000.0,1.75,,0884.HK,"884 HK",00884,9HH1CBRJ7,HK884,B8Z00N3,KYG2140A1076
885,XHKG,Y,CS,3000,10000.0,0.53,,0885.HK,"885 HK",00885,9HH22K790,HK885,BYRGNT8,KYG7507M1078
886,XHKG,Y,CS,3000,1000.0,1.21,4804622.0,0886.HK,"886 HK",00886,9HH0JHPR3,HK886,B3D8L97,KYG816941044
887,XHKG,Y,CS,3000,10000.0,0.15,55342491.0,0887.HK,"887 HK",00887,9HH0FA123,HK887,B3BPX72,HK0000047982
888,XHKG,Y,CS,3000,2000.0,0.61,177200.0,0888.HK,"888 HK",00888,9HH001RI6,HK888,6370321,BMG7605E1066
889,XHKG,Y,CS,3000,2000.0,1.34,1063091.0,0889.HK,"889 HK",00889,9HH0033M9,HK889,6368843,BMG2660A1071
891,XHKG,Y,CS,3000,2000.0,0.62,3647541.0,0891.HK,"891 HK",00891,9HH0MJSK7,HK891,B5497Y0,BMG906241002
893,XHKG,Y,CS,3000,1000.0,0.25,5390373.0,0893.HK,"893 HK",00893,9HH0MDDT7,HK893,B41PH55,KYG211321081
894,XHKG,Y,CS,3000,2000.0,0.74,147400.0,0894.HK,"894 HK",00894,874995764,HK894,6544320,BMG5803Y1066
895,XHKG,Y,CS,3000,200.0,11.20,38400.0,0895.HK,"895 HK",00895,9HH014WH5,HK895,6587057,CNE1000001B6
896,XHKG,Y,CS,3000,2000.0,1.21,60683.0,0896.HK,"896 HK",00896,9HH00F0Q6,HK896,6433440,KYG428581030
897,XHKG,Y,CS,3000,5000.0,0.93,,0897.HK,"897 HK",00897,9HH2AUEA8,HK897,BYXZNW2,BMG9421Y2332
898,XHKG,Y,CS,3000,2000.0,0.35,51333.0,0898.HK,"898 HK",00898,557995438,HK898,6124216,BMG6330R1271
899,XHKG,Y,CS,3000,10000.0,0.25,,0899.HK,"899 HK",00899,9HH1HV339,HK899,BBBVG11,BMG0536F1775
900,XHKG,Y,CS,3000,2000.0,5.20,14667.0,0900.HK,"900 HK",00900,800941239,HK900,6008321,HK0900002681
901,XHKG,Y,CS,3000,20000.0,0.93,,0901.HK,"901 HK",00901,9HH1VU822,HK901,BT9PQS8,KYG2902L1279
902,XHKG,Y,CS,3000,2000.0,5.03,9014019.0,0902.HK,"902 HK",00902,443990338,HK902,6099671,CNE1000006Z4
903,XHKG,Y,CS,3000,2000.0,1.44,1412137.0,0903.HK,"903 HK",00903,441997525,HK903,6179573,BMG8984D1074
904,XHKG,Y,CS,3000,4000.0,0.22,,0904.HK,"904 HK",00904,9HH27BV64,HK904,BZ3F8N5,BMG2117V1182
905,XHKG,Y,CS,3000,16000.0,0.47,,0905.HK,"905 HK",00905,9HH28T8L7,HK905,BDCWF32,BMG3932X1231
906,XHKG,Y,CS,3000,1000.0,3.51,644250.0,0906.HK,"906 HK",00906,9HH0MMXG3,HK906,B562TV8,HK0000057171
907,XHKG,Y,CS,3000,2000.0,2.62,,0907.HK,"907 HK",00907,9HH1KP5A0,HK907,BFNVW75,BMG3000U1009
908,XHKG,Y,CS,3000,2000.0,1.20,,0908.HK,"908 HK",00908,9HH1E7E33,HK908,B7X3M31,BMG9895L1054
909,XHKG,Y,CS,3000,2000.0,0.43,282000.0,0909.HK,"909 HK",00909,9HH00BX55,HK909,6417790,BMG9890D1083
910,XHKG,Y,CS,3000,12000.0,0.28,,0910.HK,"910 HK",00910,9HH1CMCU4,HK910,B8BQ3Z8,BMG2118U1018
911,XHKG,Y,CS,3000,10000.0,0.06,,0911.HK,"911 HK",00911,9HH218TX1,HK911,BXSS4Y8,KYG4288W1151
912,XHKG,Y,CS,3000,2000.0,2.25,288033.0,0912.HK,"912 HK",00912,9HH00XES8,HK912,6545851,BMG8550G1042
913,XHKG,Y,CS,3000,50000.0,0.05,,0913.HK,"913 HK",00913,9HH1XQHO1,HK913,BVG19P1,KYG9285J3552
914,XHKG,Y,CS,3000,500.0,18.80,37679307.0,0914.HK,"914 HK",00914,532995214,HK914,6080396,CNE1000001W2
915,XHKG,Y,CS,3000,10000.0,0.68,,0915.HK,"915 HK",00915,9HH235OV4,HK915,BYWZLK7,BMG2751X1074
916,XHKG,Y,CS,3000,1000.0,5.50,10273314.0,0916.HK,"916 HK",00916,9HH0N46C1,HK916,B4Q2TX3,CNE100000HD4
917,XHKG,Y,CS,3000,2000.0,7.75,2068621.0,0917.HK,"917 HK",00917,564985422,HK917,6163929,KYG6493A1013
918,XHKG,Y,CS,3000,2000.0,0.46,564800.0,0918.HK,"918 HK",00918,9EQ00D3D4,HK918,6079996,BMG8662M1064
919,XHKG,Y,CS,3000,4000.0,0.47,365000.0,0919.HK,"919 HK",00919,9HH06YGF6,HK919,B0XPS07,KYG618101003
921,XHKG,Y,CS,3000,1000.0,3.56,1736917.0,0921.HK,"921 HK",00921,446239915,HK921,6391935,CNE100000353
922,XHKG,Y,CS,3000,20000.0,0.14,,0922.HK,"922 HK",00922,9HH1JGRD2,HK922,BD3MHD5,BMG0400Q1015
923,XHKG,Y,CS,3000,2000.0,0.15,,0923.HK,"923 HK",00923,9HH1JEZ48,HK923,BD04NT2,KYG4812S1012
925,XHKG,Y,CS,3000,2000.0,0.51,2168000.0,0925.HK,"925 HK",00925,9EQ00D3E2,HK925,6104597,BMG1145H1097
926,XHKG,Y,CS,3000,1000.0,0.69,140667.0,0926.HK,"926 HK",00926,9HH0S9NH5,HK926,B3PT8C0,KYG107051040
927,XHKG,Y,CS,3000,2000.0,1.10,746667.0,0927.HK,"927 HK",00927,500992722,HK927,6233231,BMG3685C1029
928,XHKG,Y,CS,3000,4000.0,0.28,,0928.HK,"928 HK",00928,9HH1QXE41,HK928,BN5RL03,KYG8655D2042
929,XHKG,Y,CS,3000,5000.0,1.70,721000.0,0929.HK,"929 HK",00929,9HH02AJ77,HK929,B03DL02,KYG4935G1091
930,XHKG,Y,CS,3000,2000.0,2.93,412000.0,0930.HK,"930 HK",00930,9HH0MULC7,HK930,B3DDYK4,KYG2113A1004
931,XHKG,Y,CS,3000,20000.0,0.27,,0931.HK,"931 HK",00931,9HH23MQC7,HK931,BYS14H7,
932,XHKG,Y,CS,3000,4000.0,1.59,,0932.HK,"932 HK",00932,9HH1KNAD3,HK932,BFG3535,KYG7608K1094
933,XHKG,Y,CS,3000,1000.0,2.30,10102728.0,0933.HK,"933 HK",00933,102999828,HK933,6352073,BMG1371C1212
934,XHKG,Y,CS,3000,2000.0,3.55,267227.0,0934.HK,"934 HK",00934,930990544,HK934,6162692,BMG8165U1009
935,XHKG,Y,CS,3000,2000.0,1.34,220444.0,0935.HK,"935 HK",00935,9HH0V8VX9,HK935,B58X2Q5,KYG290281008
936,XHKG,Y,CS,3000,10000.0,1.45,,0936.HK,"936 HK",00936,9HH1ATU15,HK936,B7Y9MV6,KYG2953A1031
938,XHKG,Y,CS,3000,2000.0,0.75,3229122.0,0938.HK,"938 HK",00938,345992226,HK938,6052243,BMG579461168
939,XHKG,Y,CS,3000,1000.0,4.86,282849471.0,0939.HK,"939 HK",00939,9HH06B0Y2,HK939,B0LMTQ3,CNE1000002H1
940,XHKG,Y,CS,3000,1000.0,1.44,71800.0,0940.HK,"940 HK",00940,9HH0UZJQ9,HK940,B53NSQ2,BMG211151037
941,XHKG,Y,CS,3000,500.0,87.20,26806655.0,0941.HK,"941 HK",00941,666996665,HK941,6073556,HK0941009539
943,XHKG,Y,CS,3000,8000.0,0.12,,0943.HK,"943 HK",00943,9HH27LU48,HK943,,
945,XHKG,Y,CS,3000,100.0,114.10,318604.0,0945.HK,"945 HK",00945,551992142,HK945,6177997,
947,XHKG,Y,CS,3000,1000.0,1.03,62275.0,0947.HK,"947 HK",00947,9HH0MACX5,HK947,B2PK279,KYG618391091
948,XHKG,Y,CS,3000,2000.0,0.73,175600.0,0948.HK,"948 HK",00948,9HH0OGO25,HK948,B62PBL2,
950,XHKG,Y,CS,3000,500.0,6.01,,0950.HK,"950 HK",00950,9HH1T80M8,HK950,BQZF1T7,KYG5438W1116
951,XHKG,Y,CS,3000,1000.0,5.04,4849488.0,0951.HK,"951 HK",00951,9HH0RCKC3,HK951,B61TX08,KYG204791043
952,XHKG,Y,CS,3000,10000.0,0.50,712847.0,0952.HK,"952 HK",00952,345993331,HK952,B1FMTB1,BMG7312R1768
953,XHKG,Y,CS,3000,2000.0,1.16,440167.0,0953.HK,"953 HK",00953,9HH0MX0R1,HK953,B3LVC28,KYG596631070
954,XHKG,Y,CS,3000,4000.0,1.07,,0954.HK,"954 HK",00954,9HH00OXE8,HK954,6533362,CNE100000106
956,XHKG,Y,CS,3000,1000.0,0.83,2916138.0,0956.HK,"956 HK",00956,9HH0SOTL7,HK956,B3ZXLP6,CNE100000TW9
957,XHKG,Y,CS,3000,1000.0,0,0,0957.HK,"957 HK",00957,9HH0U1A75,HK957,B57K3L9,KYG2252R1048
958,XHKG,Y,CS,3000,2000.0,2.33,1970990.0,0958.HK,"958 HK",00958,9HH0UY3W6,HK958,B4WTBY3,CNE100000WS1
959,XHKG,Y,CS,3000,2000.0,0.42,,0959.HK,"959 HK",00959,9HH1LFCV7,HK959,BGLC501,BMG0252A1053
960,XHKG,Y,CS,3000,500.0,9.94,6869564.0,0960.HK,"960 HK",00960,9HH0MSFF2,HK960,B56KLY9,KYG5635P1090
961,XHKG,Y,CS,3000,100.0,0,0,0961.HK,,00961,9HH0OVF71,HK961,,
963,XHKG,Y,CS,3000,2500.0,14.68,62500.0,0963.HK,"963 HK",00963,9HH0GFBT1,HK963,B3DCL55,KYG1179M1078
